title,tags,perks,country,location,company,company_size,company_type,description,experience_level,industry,job_type,link,posted,moeda_original,role,salary_min,salary_max,salary_mean,id
Senior Front-end Engineer,"reactjs, redux, vue.js, angularjs, amazon-web-services",,Vietnam,Quận 4,"ShopBack
        ",200,Private,"
ABOUT US

Build the Smarter Way to Shop!

ShopBack is a rapidly growing digital loyalty and discovery platform, with a clear mission to create a world of Smarter Shoppers. We are a passionate team that wants to drive innovation and a build a product that we love and are all proud of! At ShopBack, our engineering teams build scalable platforms and utilize leading-edge technologies to build a world-class product. You will join a diverse and talented team of aspiring engineers with great ambitions to impact the eCommerce landscape. We are seeking team members who strive to solve the hard problems, take pride in delivering world-class products and are strong team players.

A ShopBack Engineer empowers our merchants and customers, and elevates their shopping experience. Your work has a direct impact to millions of shoppers in 7 countries and we’re looking to expand our team as we scale even further. If you are inspired to take up new challenges then come and be part of our growing ShopBack team in Vietnam.

Career page: http://careers.shopback.com
RESPONSIBILITIES

Architect and develop stable and high available web application
Lead technical vision in Frontend technology trends
Rapidly build, iterate, test and deploy new features and products
Maintain a high-quality robust codebase
Manage and contribute code to large scale projects from inception to completion
Inspire engineers to explore and learn the latest technologies in the industry


REQUIREMENTS

Ideally 5+ years of work experience on Frontend to serve large-scale and high-traffic projects
Minimum 1 year of experience with ReactJS and Redux
Ability to coach and mentor team members in their professional development and build self-sustaining teams
Open-minded, honest and have a positive attitude towards people
Hands on experience working with Frontend:
Languages/frameworks: ReactJS/Redux (most preferred), VueJS or AngularJS
Cloud service: AWS (most preferred), Google Cloud, Heroku
APIs: RESTful
Ability to work as full stack engineer is a big plus
 ","Mid-Level, Senior",E-Commerce,Full-time,/jobs/199501/senior-front-end-engineer-shopback,2019-01-07 00:51:32.652362,-,Frontend Developer,0,0,0.0,336
Java Developer ( Full Stack),"javascript, java, css",,"Georgia, EUA",Atlanta,"JDC Group
        ",-,,"
Our client has opened an innovative Technology Center in Midtown and has entered the new and exciting world of IoT. They are leading the way to make consumer and industrial “things” connected and are looking for exceptional technical individuals and leaders to join them in this pioneering effort.  The Senior Software Engineer is tasked with delivering outstanding webtools in a fast paced, driven and collaborative environment and is responsible for: Developing software in modern enterprise-class languages and development platforms, with a strong emphasis on Typescript/JavaScript, HTML/CSS, Ionic Creator, Java/J2EE. Experience with implementing billing solutions such as Zuora, Recurly or others highly valued. Strong experience in web development, both front end and back end. Delivering high quality software that is maintainable, scalable and continuously releasable. Working independently, suggest improvements and ready to work on new platform features for Full-stack development.  Knowledge, Skills & Abilities BS/MS in Computer Science, Software Engineering, Electrical Engineering or related field required. 5+ years of software development experience, with a strong focus on JavaScript backend or front end application development for webservices. Strong experience in developing in AWS platform, in serverless, RDS and Cognito environment. Experience with machine learning and AI tools for integration into IoT or cloud systems. Experience and Understanding of document databases such as Mongo. Passionate code warrior who writes high quality, maintainable and scalable software code leveraging best practices for integrated test and verification. Passionate code warrior who writes high quality, maintainable and scalable software code leveraging best practices for integrated test and verification. Highly desirable if the candidate has experience with HTML/CSS/jQuery/Ajax, AWS or experience with server-side software development. ",,,Full-time,/jobs/227302/java-developer-full-stack-jdc-group,2019-01-07 00:51:32.683399,-,Full Stack Developer,0,0,0.0,337
Cloud Applications Developer,"azure, asp.net-web-api, c#",,"Georgia, EUA",Atlanta,"Rampant Consulting
        ",-,,"
Rampant Consulting is seeking multiple Senior Azure Developers on behalf of a client, a cloud-first full-service Microsoft partner.    Responsibilities:  Responsible for end to end project lifecycle from inception through delivery, creating the architectural vision and turning it into implementation.   Comprehensively understand the implementation methodologies for the technology being utilized in product development, such as, Azure DevOps, API Management, Logic Apps, Functions, Graph API.     Participate in every aspect of the development and implementation, working with business analysts to ensure full understanding of the change implications to current business processes.   Design and build product deliverables according to specifications, escalates technical design or specification issues to business analyst/project manager and application development director and works within a given time frame to complete coding.   Possess a thorough understanding of the product from both a functional and technical perspective.   Follow good development practices and software development life cycle methodologies throughout product development.  Essential Technologies & Methodologies needed:  Microsoft Azure – DevOps, API Management, Logic Apps, Functions, Graph API   C#   VSTS   Agile Scrum   ASP.NET MVC   SQL   OOP   SOLID Principles   Entity Framework   JavaScript   Advantageous Skills   Domain Driven Design   AngularJS   Web API   Bootstrap   NoSQL ",,,Full-time,/jobs/227301/cloud-applications-developer-rampant-consulting,2019-01-07 00:51:32.706136,-,Full Stack Developer,0,0,0.0,338
Senior .NET Developer,"azure, .net, c#",,"Texas, EUA",Dallas,"Scuttlebutt Services, LLC
        ",-,,"
Seeking a Senior .Net Developer for a six month contract to hire postion in Dallas, TX.  If you possess the following skills and experience, please apply to this posting.    As an Application Services Senior Consultant you will:  Lead the delivery of projects and solutions to completion in a team environment   Have a background in application development with a strong understanding of Applications, .NET and Database technologies.   Design solutions for customers that target Microsoft Azure, Windows Server On- Premise or hybrid approaches based on customer requirements.    Professional Qualifications:  5+ years of experience with .NET and SQL Server development technologies.    3+ years of project experience relating to Application Architecture and Design Patterns Familiarity with development operations (DevOps) practices and procedures, team development, and Software Development Lifecycle (SDLC)  Frameworks:  NET 4.0 or 3.5 MVC  REST Azure WebRole Azure Websites WCF Entity Framework Programming Languages C# or VB.NET ASP.NET jQuery JSON   Scripting: JavaScript HTML5 CSS AJAX   Security:   Windows Authentication Forms Authentication   Lifecycle Tools:   Team Foundation Server Git   Development Platforms:   Azure IaaS and PaaS Windows Server Database Engines: SQL Server Azure SQL    No Sponsorship... ",,,Full-time,/jobs/227300/senior-net-developer-scuttlebutt-services-llc,2019-01-07 00:51:32.731036,-,Full Stack Developer,0,0,0.0,339
Junior .NET Developer,".net, asp.net, c#",,"Texas, EUA",Dallas,"Scuttlebutt Services, LLC
        ",-,,"
Seeking a Junior .Net Developer for a six month contract to hire postion in Dallas, TX.  If you possess the following skills and experience, please apply to this posting.    Professional Qualifications:  2+ years of experience .NET development technologies.   1+ year of experience in ASP.Net WebForms and WebApi 1+ year of experience in SQL Server Special Skills:    Strong Written and oral communication skills Some evaluation, originality or ingenuity   Competent to make decisions within prescribed thresholds.  No Sponsorship... ",,,Full-time,/jobs/227299/junior-net-developer-scuttlebutt-services-llc,2019-01-07 00:51:32.756247,-,Full Stack Developer,0,0,0.0,340
Product Manager,"go, javascript, c++, mysql, perl",,"Califórnia, EUA",Menlo Park,"World Open Network
        ",10,Private,"
We are an exciting start-up company founded by proven leaders with repeated success in the technology space. Our newest company is developing a cryptocurrency platform based on an open-source third generation blockchain that we’re creating. Our goal is to set a new standard in security and protection for our end users and community.
We’re looking for a strategic, hands-on Product Manager who will work with teams of engineers and designers to build our excellent products and services for a global community. You’ll be extremely entrepreneurial in seeking innovation and execution of product initiatives throughout the company.
Duties and Responsibilities

Lead the ideation, roadmap, technical development and launch of innovative products.
Drive product development from small features to entirely new products.
Work hands-on with designers and engineers to implement and build new features that meet our standards of simplicity and high quality.
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the desired outcome.

- Establish shared vision across the company through building consensus on priorities leading to product execution. - Drive product development with a team of world-class engineers and designers. - Integrate usability studies, research and market analysis into product requirements to enhance user satisfaction.  - Define and analyze metrics that inform the success of products.
Skills - BSc or BA required. Certifications with project management desired. - 5+ years of product management experience required within an engineering focused company dealing in financial services, equity markets, trading operations or similar global platforms. - 3+ years product management experience required. - 3+ years product design experience preferred. - 3+ years experience in technical architecture of web applications, mobile applications and platform applications required. - 3+ years experience designing user interfaces and performing user research. - 3+ years experience creating examples through wireframes and mockups. - 3+ years experience managing developer and/or other technical products or engineer teams. - Direct experience working and developing platforms, mobile products, technologies and social products on a global scale. - Strong understanding and passion for blockchain technology and decentralized consensus networks. - Passion for blockchain, smart contracts, technology and building innovations that make a positive change. - Committed to the highest levels of integrity, ethics and professionalism.
Benefits - Competitive Salary - Awesome bonus - 20 days annual leave - 8 days personal leave - 100% medical, dental and vision insurance - Life insurance - 401(k) and FSA - Free shuttles between Caltrain Menlo Park and office - Gym on site, accessible 24/7 - Located on corner of Marsh Road and 101, by the Dumbarton Bridge exit. - Loads more! ",Manager,"blockchain, Cryptocurrency, Financial Technology",Full-time,/jobs/199500/product-manager-world-open-network,2019-01-07 00:51:32.779047,$,Product Manager,34,43,38.5,341
Golang Software Engineer,"go, redis, mongodb, css, javascript",,"Califórnia, EUA",Menlo Park,"World Open Network
        ",10,Private,"
Please provide your personal blog and Github address in your notice of interest.
We are an exciting start-up company founded by proven leaders with repeated success in the technology space. Our newest company is developing a cryptocurrency platform based on an open-source third generation blockchain that we’re creating. Our goal is to set a new standard in security and protection for our end users and community.
We’re looking for a Golang Software Engineer who combines software and systems engineering to build and run large-scale, scalable, massively distributed, fault-tolerant systems for the Crypto market place. Reporting directly to the VP of Engineer the Golang Software Engineer makes sure that WON’s services, both internal and externally- visible systems have reliability, rock solid uptime to meet our users’ needs and quick improvement while being responsible for capacity, performance and scalability.
Job Responsibilities

Engage in and improve the whole lifecycle of services—from inception and design, through deployment, operation and refinement.
Support services before they go live through activities such as system design consulting, developing software platforms and frameworks, capacity planning and launch reviews.
Scale systems sustainably through mechanisms like automation, and evolve systems by pushing for changes that improve reliability and velocity.

QualificationsMinimum qualifications:

2+ years of recent server-side experience in Golang
Knowledge of web technologies including HTML, CSS, JavaScript (JQuery or AngularJS), WebSockets is an advantage
Experience working with MySQL
Experience with Redis, MongoDB or other NoSQL solutions
Understanding of how to build and consume REST APIs
Building modular and scalable code
A sense of humor and thirst for knowledge

Preferred qualifications:

Interest in designing, analyzing and troubleshooting large-scale distributed systems.
Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive.
Ability to debug and optimize code and automate routine tasks.

Please provide your personal blog and Github address in your notice of interest.
Benefits

Competitive Salary
Awesome bonus
20 days annual leave
8 days personal leave
100% medical, dental and vision insurance
Life insurance
401(k) and FSA
Free shuttles between Caltrain Menlo Park and office
Gym on site, accessible 24/7
Located on corner of Marsh Road and 101, by the Dumbarton Bridge exit.
Loads more!
 ",Lead,"blockchain, Cryptocurrency, Financial Technology",Full-time,/jobs/199498/golang-software-engineer-world-open-network,2019-01-07 00:51:32.815234,$,Full Stack Developer,34,41,37.5,342
Cloud SRE Engineer,"c++, java, python, go, perl",,"Califórnia, EUA",Menlo Park,"World Open Network
        ",10,Private,"
We are an exciting start-up company founded by proven leaders with repeated success in the technology space. Our newest company is developing a cryptocurrency platform based on an open-source third generation blockchain that we’re creating. Our goal is to set a new standard in security and protection for our end users and community.
We’re looking for a Cloud Engineer/SRE who combines software and systems engineering to build and run large-scale, scalable, massively distributed, fault-tolerant systems for the Crypto market place. Reporting directly to the VP of infrastructure Operations and CISO, the Cloud SRE engineer makes sure that WON’s services, both internal and externally- visible systems have reliability, rock solid uptime to meet our users’ needs and quick improvement while being responsible for capacity, performance and scalability.
Job Responsibilities

Engage in and improve the whole lifecycle of services—from inception and design, through deployment, operation and refinement.
Support services before they go live through activities such as system design consulting, developing software platforms and frameworks, capacity planning and launch reviews.
Maintain services 24x7x365 once they are live by measuring and monitoring availability, latency and overall system health.
Scale systems sustainably through mechanisms like automation, and evolve systems by pushing for changes that improve reliability and velocity.
Practice sustainable incident response and blameless postmortems.

QualificationsMinimum qualifications:

BS degree in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent practical experience.
Experience with algorithms, data structures, complexity analysis and software design.
Experience in one or more of the following: C, C++, Java, Python, Go, Perl or Ruby.

Preferred qualifications:

Interest in designing, analyzing and troubleshooting large-scale distributed systems.
Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive.
Ability to debug and optimize code and automate routine tasks.

Benefits

Competitive Salary
Awesome bonus
20 days annual leave
8 days personal leave
100% medical, dental and vision insurance
Life insurance
401(k) and FSA
Free shuttles between Caltrain Menlo Park and office
Gym on site, accessible 24/7
Located on corner of Marsh Road and 101, by the Dumbarton Bridge exit.
Loads more!
 ",Lead,"blockchain, Cryptocurrency, Financial Technology",Full-time,/jobs/199497/cloud-sre-engineer-world-open-network,2019-01-07 00:51:32.847553,$,System Administrator,34,43,38.5,343
Blockchain Development Engineer,"blockchain, redis, rest, mongodb, jquery",,"Califórnia, EUA",Menlo Park,"World Open Network
        ",10,Private,"
Please provide your personal blog and Github address in your notice of interest.
We are an exciting start-up company founded by proven leaders with repeated success in the technology space. Our newest company is developing a cryptocurrency platform based on an open-source third generation blockchain that we’re creating. Our goal is to set a new standard in security and protection for our end users and community.
We’re looking for a Blockchain Development Engineering who will be responsible for designing, implementing, and supporting a blockchain-based network that combines software and systems engineering to build and run large-scale, scalable, massively distributed, fault-tolerant systems for the Crypto market place. Reporting directly to the VP of Engineer the Blockchain Development Engineer makes sure that WON’s services, both internal and externally- visible systems have reliability, rock solid uptime to meet our users’ needs and quick improvement while being responsible for capacity, performance and scalability. 
Job Responsibilities:

Responsible for designing the blockchain product solution architecture and participating in the forward-looking technology pre-research of blockchain technology.
Blockchain product validation and assessment.
Select technology module, give development specifications, and build the core framework for system implementation.
Clarify technical details and clear major difficulties.

Job Requirements:

Bachelor degree or above, major in computer or software related. More than 5 years product structure or R&D work experience.
Have a deep understanding of blockchain products and proficient in at least one open source project such as EOS, Ethereum, and Bitcoin.
Familiar with and master the underlying technology of blockchain: P2P network, encryption technology, consensus algorithm, etc.
Familiar with cloud computing and related products, have a high sensitivity to the industry, have deep understanding and research on competing products.
Proficient in various data structures and algorithms, researched in cryptography, security protocols, and encryption algorithms before.
Having experience in the practical implementation of cryptocurrency or blockchain technology is preferred.
Familiar with Ethereum, OpenChain, Bitcoin and other related open source projects. Having prior research and contribution experience is preferred.
Have large-scale distributed system architecture and development experience.
People who participate in various blockchain development communities and contribute to the source code is preferred.

Preferred:

Familiar with P2P.
Relevant distributed system architecture and P2P network system development experience is preferred.
Familiar with the underlying technical principles of one of the blockchain projects such as Bitcoin, Ethereum, Dash, and EOS. Relevant project development experience is preferred.
Experience in large-scale distributed system performance optimization is preferred.
Have a deep understanding of the operation of the blockchain.
Interested in technical research with enthusiasm, all kinds of geeks and potential geeks are welcomed.
Skills in javascript, html, css, jQuery, noSQL, MySQL, MongoDB, Redis, REST APIs, Websockets, AngularJS, Blockchain.

Please provide your personal blog address and Github address in your resume.Benefits

Competitive Salary
Awesome bonus
20 days annual leave
8 days personal leave
100% medical, dental and vision insurance
Life insurance
401(k) and FSA
Free shuttles between Caltrain Menlo Park and office
Gym on site, accessible 24/7
Located on corner of Marsh Road and 101, by the Dumbarton Bridge exit.
Loads more!
 ",Lead,"blockchain, Cryptocurrency, Financial Technology",Full-time,/jobs/199496/blockchain-development-engineer-world-open-network,2019-01-07 00:51:32.878518,$,Backend Developer,34,41,37.5,344
Blockchain Architect Engineer,"blockchain, redis, mongodb, jquery, mysql",,"Califórnia, EUA",Menlo Park,"World Open Network
        ",10,Private,"
Please provide your personal blog and Github address in your notice of interest.
We are an exciting start-up company founded by proven leaders with repeated success in the technology space. Our newest company is developing a cryptocurrency platform based on an open-source third generation blockchain that we’re creating. Our goal is to set a new standard in security and protection for our end users and community.
We’re looking for a Blockchain Architect Engineering who will be responsible for designing, implementing, and supporting a blockchain-based network that combines software and systems engineering to build and run large-scale, scalable, massively distributed, fault-tolerant systems for the Crypto market place. Reporting directly to the VP of Engineer the Blockchain Architect Engineer makes sure that WON’s services, both internal and externally- visible systems have reliability, rock solid uptime to meet our users’ needs and quick improvement while being responsible for capacity, performance and scalability.
Job Responsibilities:

Responsible for designing the blockchain product solution architecture and participating in the forward-looking technology pre-research of blockchain technology.
Blockchain product validation and assessment.
Select technology module, give development specifications, and build the core framework for system implementation.
Clarify technical details and clear major difficulties.

Job Requirements:

Bachelor degree or above, major in computer or software related. More than 5 years product structure or R&D work experience.
Have a deep understanding of blockchain products and proficient in at least one open source project such as EOS, Ethereum, and Bitcoin.
Familiar with and master the underlying technology of blockchain: P2P network, encryption technology, consensus algorithm, etc.
Familiar with cloud computing and related products, have a high sensitivity to the industry, have deep understanding and research on competing products.
Proficient in various data structures and algorithms, researched in cryptography, security protocols, and encryption algorithms before.
Having experience in the practical implementation of cryptocurrency or blockchain technology is preferred.
Familiar with Ethereum, OpenChain, Bitcoin and other related open source projects. Having prior research and contribution experience is preferred.
Have large-scale distributed system architecture and development experience.
People who participate in various blockchain development communities and contribute to the source code is preferred.

Preferred:

Familiar with P2P.
Relevant distributed system architecture and P2P network system development experience is preferred.
Familiar with the underlying technical principles of one of the blockchain projects such as Bitcoin, Ethereum, Dash, and EOS. Relevant project development experience is preferred.
Experience in large-scale distributed system performance optimization is preferred.
Have a deep understanding of the operation of the blockchain.
Interested in technical research with enthusiasm, all kinds of geeks and potential geeks are welcomed.

Please provide your personal blog and Github address in your notice of interest.
Benefits

Competitive Salary
Awesome bonus
20 days annual leave
8 days personal leave
100% medical, dental and vision insurance
Life insurance
401(k) and FSA
Free shuttles between Caltrain Menlo Park and office
Gym on site, accessible 24/7
Located on corner of Marsh Road and 101, by the Dumbarton Bridge exit.
Loads more!
 ",Lead,"blockchain, Cryptocurrency, Financial Technology",Full-time,/jobs/199495/blockchain-architect-engineer-world-open-network,2019-01-07 00:51:32.911746,$,System Administrator,34,41,37.5,345
FullStack Developer,"react-js, aws, nodejs, sysadmin",,"ON, Canada",Toronto,"Hays
        ",10000,Public,"
Node.JS Fullstack Developer(ReactJS, Postgres, AWS ,ES6,GIT) Toronto Full-time Salary- 100000-120000  Your new company Technically aggressive organisation with a unique outlook into the automotive industry thereby setting them apart from their competition is looking for an equally passionate full stack developer in Javascript stack(NodeJS) to join the team at their Toronto office.  Your new role Operational leader on the online platform where you will provides exceptional customer experience. As a developer you will be required to have prior experience in Javascript Stack (NodeJS/ ExpressJS /ReactJS or react Native), AWS (EC2, Beanstalk, CloudFront, S3, RDS), Postgres Moreover API / Database designing is key for this role along with styling the documents and the HTML pages . The ideal candidate will be consistent with codes and ability to create wires , Create React Components,, API sketches with a thorough drive to grow and an ambition to learn with an interest to grow with the company and interest to be a part of a start-up Tech organisation with major growth plans  What you'll need to succeed Experienced in HTML / CSS with solid and continuous programming experience for a minimum of 4 years Hands on experience with modern Javascript frameworks(ReactJS/ React native/ Redux/ NodeJS) Comfortable with REST APIs and responsive applications Experienced with writing unit-tested code, endpoints, models, business logic Knowledge in building react components and connecting with Redux  Note - You will have to produce examples of side project and examples of having used React to qualify for the position  What you'll get in return In return you will be working with a team of highly talented and passionate developers with comprehensive base salary , benefits, vacation days and equity  What you need to do now If you are an individual who is passionate about technology and have a desire to work in a fast paced environment in a GROWING Tech company with modern CORE development skills and experience then click 'apply now' to forward an up-to-date copy of your CV, or call us now.                ",Mid-Level,"digital recruitment, IT Recruitment, Recruiting",Full-time,/jobs/217785/fullstack-developer-hays,2019-01-06 22:51:32.943948,-,"Full Stack Developer, System Administrator",0,0,0.0,346
DevOps Engineer,"cloud, go, bash, amazon-web-services, google-cloud-platform",,Australia,Sydney,"Spaceship
        ",50,VC Funded,"
What will you be doing?
The DevOps team helps transform and evolve the Spaceship business through the deployment of best-in-class global networks, web-scale data centres and software infrastructure. As a DevOps and Infrastructure Engineer in this team, you will guide internal customers on how to configure and deploy their cloud infrastructure consisting of identity and access management, network architecture, application security, logging, monitoring, billing and more.
Furthermore, you will provide expertise on how to best design cloud applications for optimal scaling including CDN design, load balancer setup, caching, compute optimisations, continuous integration and delivery pipeline, and more.
Through this, you will:

Help shape what the future of investment looks like as code
Solve problems in an interesting and unique domain, that previously existed only in spreadsheets
Work on an extremely modern stack comprised of the newest technologies, no .NET or PHP in sight
Gain exposure to the inner workings of finance

What are we looking for?
Our ideal wishlist is:

3+ years experience as a DevOps engineer
Experience in either Golang or Bash
Experience with:

GCP
AWS
Postgres
MySQL


A background in financial services
A startup mentality
 ","Mid-Level, Senior","Financial Services, Financial Technology",Full-time,/jobs/207606/devops-engineer-spaceship,2019-01-06 22:51:32.972710,A$,DevOps,27,42,34.5,347
Software Engineer / Developer / Entwickler (m/w),"c#, .net, javascript, reactjs, angularjs",,Alemanha,Langenfeld (Rheinland),"Configit
        ",200,Private,"
Configit is growing: Our Delivery team in Germany is looking for collegiate and agile reinforcement! To support our ongoing growth we continue to look for Software Engineers in all office - including Langenfeld, Germany. Configit’s software solutions supports our customers in solving complex configuration challenges. As part of our delivery team, you are implementing challenging customizations for our customers on various projects. You work with the latest Microsoft and Web technologies.  What you’ll do  You are involved in all phases of client deliveries to ensure the best possible implementation, including requirements gathering and evaluation; design decisions and estimations; sprint planning, and demos; development and implementation; deployments; integration and regression testing; and post go-live support.  

You develop applications based on C# / .NET, current JavaScript frameworks (such as ReactJS, AngularJS), HTML5, and our patented software products and components 
You work together with our customers in the industrial environment (automotive, machine and plant construction, medical technology) and develop an understanding of their requirements, which you utilize in an agile fashion on various projects 
You familiarize yourself with the data bases of our customers (e.g. SAP, SalesForce) and create customer-specific adaptations on the Configit software 
You work together in international teams with colleagues from Denmark, UK and the USA to implement the best solutions for our customers 

We expect that you 

Have extensive programming experience in C# and at least one scripting language 
Develop object-oriented, test-driven and agile 
You are interested in technologies from the areas of web development, SAP and data bases 
You have a degree from a relevant discipline 
You enjoy being involved in new issues and problems, staying up-to-date, and deepening and sharing your domain knowledge 
You possess good English skills 

What we offer 

Exciting tasks in international teams with occasional foreign stays in other branches of Configit 
Personal development based on our Career Path 
An outstanding ""hyggeligt"" operating environment (https://de.wikipedia.org/wiki/Hyggelig) 
Danish work culture: relaxed and open co-operation, very good work-life balance, lunch together, flexible working hours, social benefits 
Flat hierarchies and varied challenges 
 ","Junior, Mid-Level, Senior",Product Development,Full-time,/jobs/137619/software-engineer-developer-entwickler-m-w-configit,2019-01-06 22:51:33.004843,-,,0,0,0.0,348
Full Stack .net Developer,"reactjs, .net, angularjs, c#, sql",,India,Hyderabad,"The Quantium Group
        ",1000,Private,"
For over 15 years Quantium have combined the best of human and artificial intelligence to power possibilities for individuals, organisations and society. Our solutions make sense of what has happened and what will, could or should be done to re-shape industries and societies around the needs of the people they serve.
Times and technology have changed, but this remains our goal. Instead of wrangling single, SQL-based databases and ASP.net web applications, our MapR Hadoop platform runs across 200 nodes with multiple clusters and .net APIs and react.js/Angular 1&2 web products plugging in.
Predominately working with react or angular.js and .net core, you’ll be building applications to solve real world problems to make a real difference to our clients.
FAQ:
What is it I’ll be working on?
It depends, you may be initially building out scalable APIs to handle massive requests, onto a functional user interface that delights our clients, both internal and external
Fancy becoming as “Full Stack” [if you smile/grimace at the quotation marks, then you’re probably our kind of engineer] as you can? Depending on your progress and your chosen career path, there will be many opportunities for you to grow into our BigData space and become a Quantium full-stack engineer with genuine variety in your role
We’re pragmatists here with no fanboy allegiances. Want to use something new? If you can prove your case from an engineering and commercial perspective, then go for it! 
How do your teams work?
We work in multi-discipline teams so you’ll be working alongside Data Scientists, Analysts, Testers and Devops engineers, depending on the project
What are you looking for in the ideal candidate?
You’ve built web applications for highly complex data focused problems with the end user in mind
You’re a pragmatist, a true engineer and love to solve complex issues
You’ve a github profile showing us your experimental qualities. We’ll see combinations ruby, node.js, rust, python, java, Scala, Haskell, C++, C# or even Malboge with a readme that says “seeing how this works”.
Do you have a bullet point checklist for me to check off my suitability?
We know people are not bullet points but sure thing!
You have:

Experience developing web applications using a range of languages technologies
You understand how to build an API that can scale
A solid foundation in functional and/or object-oriented programming with data structures
A passion for solving problems and writing efficient applications
An awareness of considerations around structuring data on distributed systems to support analytic use cases
A passion for delivering high-quality, peer-reviewed, well-tested code
A love for knowledge sharing, you know what works, but you’re also happy to learn new methods and technology

A few quick notes on the Joel Test:
There's a few parts that are ""kinda, but we're trying to get better"" e.g. the best tools. With ""quiet working conditions"" if you need some space to get away from people and interruptions, that's totally cool, but please don't think that because we didn't tick the box that you'll be working on a construction site! ",,"Big Data, Data & Analytics, Data Science",Full-time,/jobs/199493/full-stack-net-developer-the-quantium-group,2019-01-06 22:51:33.035042,-,Full Stack Developer,0,0,0.0,349
PHP Developer,"php, javascript, laravel, mysql, aws",,"Tennessee, EUA",Lawrenceburg,"Southern Insurance Group
        ",50,Private,"
Southern is seeking an experienced PHP Developer to work full-time in our office. You will play an essential role in the development, growth, and improvement of our growing web presence. Ideally, you will be engaged in your work and detail oriented. You must be a person who seeks to improve yourself and your code. As a PHP Developer at Southern, you will actively participate in improving development and testing processes.  Additionally, you will collaborate with our team to deliver efficient, modular, and maintainable code that performs well. 

SKILLS & REQUIREMENTS:

Proficiency with PHP and MVC frameworks (We use Laravel)
HTML, CSS and server-side CSS pre-processing such as LESS and SASS
JavaScript with experience using jQuery
GIT and general workflow (repo, branching, merging, etc.)
Linux command line usage
Understand different data encoding formats including CSV, JSON and XML
Knowledge of Relational Databases (such as MySQL/MSSQL) and SQL
Experience deploying and working with applications on AWS, or similar

BONUS POINTS:

Vagrant and/or Docker
Node.js
Building/consuming RESTful APIs
Responsive design frameworks such as Twitter Bootstrap
Experience developing and securing projects under HIPAA requirements
Experience with JavaScript frameworks such as Vue, React, Angular
Knowledge of unit testing, integration testing, or any other type of automated testing
Server administration experience
 ","Junior, Mid-Level, Senior","Insurance, Marketing",Full-time,/jobs/217782/php-developer-southern-insurance-group,2019-01-06 22:51:33.130978,-,Full Stack Developer,0,0,0.0,350
Sr. Backend Engineer (Data Onboarding),"cloud, python, api, google-cloud-platform",Visa sponsor,"Califórnia, EUA",Palo Alto,"ADARA, Inc.
        ",500,VC Funded,"
As part of ADARA Engineering, Data Onboarding Engineers are (the guardians of the data?) responsible for the last mile that connects Adara to our partners and clients. We build client facing tools as well as internal automation to streamline integrations and improve data quality.

As a Sr. Backend Engineer, you will lead a scrum team to build everything from streaming anomaly detection to internal chatbots to client facing Chrome plugins. You will be working with the Product to deliver new product initiatives as we expand our product solutions.

Responsibilities: 

Lead a scrum team to build tools and APIs for internal and external teams
Prototype new products and platforms combining real time data with machine learning .
Manage complex technical integrations with customer and partners including building new APIs and integrating with 3rd party marketing platforms
Develop a deep understanding of the ADARA platform and our use of travel data

 Requirements:

Experience: 4+ Years’ experience
Language: Python and/or Go
Strong communication skills
Familiar with Microservice architecture
Familiar with Containers and Cloud native development
Experience with Google Cloud Platform is a plus: GKS, BigQuery, Dataflow, Pub/Sub
Marketing-Tech experience a plus
Experience as a project manager or technical lead preferred
Computer Science Degree preferred but not required. (Alternative backgrounds welcome)

ADARA is the world's travel data co-op with a simple vision of growing the travel industry together. Share data, and get insights and knowledge in return. We call it The World's Travel Graph. It provides a unique, holistic understanding of patterns, trends and behavior, and we’re adding to the bigger picture partner by partner. It’s a safe and secure way to share and analyze historical and real time data about more than 500 million monthly unique traveler profiles from more than 100 of the world's top travel businesses. ADARA captures data on the move about people on the move for businesses on the move, and our data co-op fuels three core business areas: Advertising, Measurement & Analytics and Traveler Intelligence. Let's travel together! To learn more, visit http://www.ADARA.com ",,"Ad Tech, Data & Analytics, Travel & Tourism",Full-time,/jobs/217784/sr-backend-engineer-data-onboarding-adara-inc,2019-01-06 22:51:33.337939,-,Backend Developer,0,0,0.0,351
